customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-06575,Female,0,No,No,17,Yes,Fiber optic,No internet service,No,Two year,Yes,Credit card (automatic),73.04,1296.76,0
CUST-06576,Female,0,No,Yes,21,Yes,No,No,No internet service,Two year,Yes,Electronic check,30.21,680.41,0
CUST-06577,Female,0,Yes,No,65,Yes,No,Yes,No internet service,One year,Yes,Mailed check,29.27,1948.01,0
CUST-06578,Male,1,Yes,Yes,20,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),25.23,489.42,1
CUST-06579,Female,0,Yes,No,43,No,No,No internet service,No,Month-to-month,Yes,Electronic check,92.38,3946.2,0
CUST-06580,Male,0,Yes,Yes,46,Yes,No,Yes,No,Two year,Yes,Mailed check,89.19,4031.37,0
CUST-06581,Male,1,No,Yes,38,Yes,Fiber optic,No,Yes,Two year,No,Bank transfer (automatic),23.84,932.35,0
CUST-06582,Male,0,No,Yes,28,Yes,No,Yes,No,One year,No,Mailed check,74.03,1996.91,0
CUST-06583,Female,0,No,Yes,53,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Mailed check,26.47,1402.13,0
CUST-06584,Female,0,No,Yes,16,Yes,DSL,No,Yes,One year,Yes,Bank transfer (automatic),108.37,1712.91,0
CUST-06585,Female,0,No,Yes,59,Yes,DSL,Yes,No internet service,Month-to-month,No,Mailed check,108.71,6425.01,0
CUST-06586,Female,0,No,No,30,Yes,DSL,No,Yes,Month-to-month,Yes,Electronic check,87.82,2692.88,1
CUST-06587,Female,1,Yes,Yes,72,Yes,Fiber optic,Yes,No,Month-to-month,No,Electronic check,110.62,8032.32,0
CUST-06588,Male,0,No,No,48,Yes,Fiber optic,No,No internet service,Two year,No,Mailed check,99.15,4794.32,1
CUST-06589,Male,0,No,Yes,1,No,DSL,Yes,Yes,Month-to-month,Yes,Electronic check,100.85,62.64,0
CUST-06590,Female,0,No,No,47,Yes,Fiber optic,Yes,No,One year,Yes,Credit card (automatic),74.97,3522.47,0
CUST-06591,Male,0,Yes,No,13,Yes,DSL,Yes,No internet service,Month-to-month,No,Credit card (automatic),48.61,588.24,1
CUST-06592,Male,0,Yes,No,58,Yes,No,Yes,No internet service,One year,No,Mailed check,39.78,2274.53,0
CUST-06593,Female,0,Yes,Yes,57,Yes,No,Yes,No internet service,One year,Yes,Credit card (automatic),50.72,2915.16,0
CUST-06594,Male,0,Yes,Yes,57,Yes,No,No,No internet service,Two year,Yes,Mailed check,80.85,4559.74,0
CUST-06595,Female,0,Yes,No,50,Yes,DSL,No internet service,Yes,Month-to-month,No,Electronic check,35.27,1740.78,1
CUST-06596,Female,0,Yes,No,1,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),43.86,0.0,1
CUST-06597,Male,0,No,No,40,No,Fiber optic,No internet service,No,One year,No,Bank transfer (automatic),64.81,2625.31,0
CUST-06598,Female,0,Yes,No,15,Yes,Fiber optic,No internet service,No,Month-to-month,No,Electronic check,41.31,601.62,0
CUST-06599,Female,0,No,No,3,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,76.86,119.76,0
CUST-06600,Female,0,Yes,No,11,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,110.32,1295.2,0
CUST-06601,Male,0,Yes,No,28,Yes,No,Yes,No internet service,One year,No,Electronic check,92.81,2649.35,0
CUST-06602,Male,0,Yes,No,6,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Electronic check,84.64,407.07,1
CUST-06603,Female,0,Yes,No,13,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),76.27,1028.25,1
CUST-06604,Male,1,No,No,11,Yes,DSL,No,No internet service,Two year,No,Electronic check,66.79,810.82,0
CUST-06605,Female,0,Yes,No,4,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,36.66,137.32,1
CUST-06606,Female,0,No,No,31,Yes,Fiber optic,No internet service,No,Month-to-month,Yes,Electronic check,107.47,3339.02,1
CUST-06607,Male,0,Yes,No,42,Yes,DSL,No,No,Month-to-month,No,Credit card (automatic),42.85,1783.76,0
CUST-06608,Female,0,Yes,No,68,Yes,No,No,Yes,One year,Yes,Mailed check,27.13,1870.83,0
CUST-06609,Female,1,No,No,44,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Mailed check,93.0,4143.66,0
CUST-06610,Male,0,No,No,8,Yes,Fiber optic,Yes,Yes,Two year,No,Mailed check,35.56,224.93,0
CUST-06611,Female,0,No,No,48,Yes,Fiber optic,Yes,No internet service,One year,Yes,Bank transfer (automatic),55.19,2613.81,0
CUST-06612,Male,0,No,Yes,32,Yes,Fiber optic,No internet service,Yes,Month-to-month,Yes,Mailed check,20.83,671.64,0
CUST-06613,Female,0,No,No,17,Yes,DSL,No internet service,No internet service,Two year,No,Electronic check,31.71,554.58,0
CUST-06614,Female,0,Yes,Yes,8,Yes,Fiber optic,No internet service,Yes,Month-to-month,Yes,Electronic check,35.32,302.93,1
CUST-06615,Female,1,No,Yes,61,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,23.44,1420.21,0
CUST-06616,Male,0,No,No,56,Yes,No,No internet service,Yes,One year,Yes,Mailed check,83.67,4641.42,0
CUST-06617,Female,0,Yes,No,28,Yes,DSL,Yes,Yes,One year,No,Electronic check,101.7,2896.86,1
CUST-06618,Male,0,No,Yes,24,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,55.33,1266.84,1
CUST-06619,Female,0,Yes,No,14,Yes,DSL,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.46,1451.83,1
CUST-06620,Male,0,Yes,No,5,Yes,DSL,No,Yes,Month-to-month,Yes,Mailed check,39.33,197.54,0
CUST-06621,Male,1,Yes,No,41,Yes,Fiber optic,No,No,Month-to-month,Yes,Bank transfer (automatic),50.54,2096.4,1
CUST-06622,Male,0,No,No,28,Yes,DSL,No,No,One year,No,Mailed check,33.07,911.37,0
CUST-06623,Male,0,No,Yes,3,No,Fiber optic,Yes,No,One year,No,Credit card (automatic),80.06,277.83,0
CUST-06624,Female,0,Yes,No,56,Yes,Fiber optic,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),59.99,3421.98,0
CUST-06625,Male,0,Yes,No,48,No,DSL,Yes,Yes,Month-to-month,No,Credit card (automatic),79.33,3776.7,1
CUST-06626,Male,0,Yes,No,43,Yes,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),94.17,4068.89,0
CUST-06627,Female,0,Yes,Yes,13,Yes,DSL,No internet service,No internet service,Month-to-month,Yes,Electronic check,72.57,955.72,0
CUST-06628,Male,0,No,Yes,2,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),80.76,144.47,0
CUST-06629,Male,0,No,No,61,Yes,DSL,No,No,Month-to-month,No,Electronic check,111.53,6708.02,0
CUST-06630,Female,0,Yes,Yes,63,Yes,DSL,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),47.91,3036.04,0
CUST-06631,Female,0,Yes,Yes,44,No,Fiber optic,No internet service,No,Month-to-month,No,Mailed check,53.92,2395.68,1
CUST-06632,Female,0,Yes,Yes,57,Yes,No,Yes,No internet service,One year,Yes,Electronic check,89.77,5171.25,0
CUST-06633,Female,0,Yes,No,19,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),79.13,1486.72,0
CUST-06634,Male,0,No,No,57,Yes,DSL,Yes,No internet service,Two year,No,Electronic check,35.85,2010.1,0
CUST-06635,Male,0,Yes,No,56,Yes,DSL,Yes,No internet service,Two year,Yes,Bank transfer (automatic),55.61,3068.43,0
CUST-06636,Female,0,Yes,No,67,Yes,Fiber optic,No,No,Two year,No,Bank transfer (automatic),64.78,4190.35,0
CUST-06637,Female,1,No,No,51,Yes,No,Yes,No,Two year,No,Electronic check,59.94,3036.7,0
CUST-06638,Male,1,No,No,36,Yes,Fiber optic,No internet service,No,One year,Yes,Mailed check,35.83,1428.2,0
CUST-06639,Female,0,Yes,No,7,Yes,Fiber optic,No,No,One year,No,Electronic check,110.44,836.63,0
CUST-06640,Female,0,Yes,No,43,No,DSL,No internet service,Yes,Month-to-month,No,Credit card (automatic),94.23,4002.28,0
CUST-06641,Male,0,No,No,4,Yes,DSL,Yes,No internet service,One year,No,Credit card (automatic),66.14,238.83,0
CUST-06642,Female,0,Yes,Yes,68,No,Fiber optic,No,Yes,One year,Yes,Bank transfer (automatic),86.01,5822.63,0
CUST-06643,Male,0,No,No,30,No,DSL,No internet service,Yes,Month-to-month,No,Credit card (automatic),107.73,3301.83,1
CUST-06644,Male,0,No,No,44,Yes,DSL,No internet service,No internet service,One year,No,Electronic check,31.62,1502.51,0
CUST-06645,Male,0,Yes,Yes,8,Yes,DSL,No internet service,No internet service,Month-to-month,No,Mailed check,43.04,348.81,0
CUST-06646,Female,0,Yes,No,31,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,72.27,2253.55,0
CUST-06647,Female,0,Yes,No,32,Yes,DSL,No internet service,No internet service,Month-to-month,No,Mailed check,97.9,3158.82,0
CUST-06648,Female,1,No,Yes,66,Yes,Fiber optic,No,Yes,One year,No,Electronic check,21.63,1426.79,0
CUST-06649,Male,0,No,Yes,29,Yes,No,No internet service,No internet service,Two year,Yes,Mailed check,116.4,3389.7,0
CUST-06650,Female,0,No,Yes,28,Yes,DSL,No,No internet service,Two year,No,Bank transfer (automatic),63.49,1780.13,0
CUST-06651,Male,0,Yes,No,2,Yes,Fiber optic,No internet service,No,One year,No,Electronic check,53.92,131.74,0
CUST-06652,Male,0,Yes,No,56,Yes,No,No,No internet service,Month-to-month,No,Electronic check,47.27,2547.03,0
CUST-06653,Female,0,Yes,No,29,Yes,DSL,Yes,Yes,Two year,Yes,Electronic check,35.44,1003.79,0
CUST-06654,Female,0,No,No,8,Yes,DSL,No,No internet service,Month-to-month,No,Bank transfer (automatic),97.16,718.11,0
CUST-06655,Female,0,No,Yes,25,Yes,DSL,No,No internet service,Two year,No,Electronic check,113.54,2873.0,0
CUST-06656,Male,0,Yes,No,1,Yes,Fiber optic,No internet service,No,Month-to-month,No,Electronic check,59.36,20.08,0
CUST-06657,Male,0,Yes,No,61,Yes,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),113.24,6829.4,1
CUST-06658,Female,0,No,No,2,Yes,DSL,Yes,No internet service,One year,Yes,Electronic check,100.38,111.34,0
CUST-06659,Female,0,Yes,No,45,Yes,No,Yes,No,One year,Yes,Mailed check,66.11,2997.42,0
CUST-06660,Male,0,No,No,67,Yes,Fiber optic,No internet service,No,Month-to-month,No,Bank transfer (automatic),85.4,5675.36,1
CUST-06661,Female,0,Yes,Yes,24,Yes,DSL,Yes,No,One year,No,Bank transfer (automatic),61.5,1469.09,0
CUST-06662,Male,0,Yes,Yes,50,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,73.87,3772.64,0
CUST-06663,Male,0,Yes,No,12,Yes,DSL,Yes,No internet service,Month-to-month,Yes,Electronic check,23.8,304.36,0
CUST-06664,Male,0,Yes,No,43,Yes,Fiber optic,No,No,One year,Yes,Electronic check,87.63,3742.58,0
CUST-06665,Female,0,Yes,Yes,34,No,DSL,No,Yes,Month-to-month,No,Bank transfer (automatic),23.28,732.76,1
CUST-06666,Male,0,Yes,No,54,Yes,Fiber optic,Yes,No,One year,Yes,Electronic check,99.71,5406.09,0
CUST-06667,Female,0,Yes,No,8,Yes,DSL,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.49,797.46,0
CUST-06668,Male,0,Yes,No,1,Yes,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Mailed check,41.71,70.64,0
CUST-06669,Male,0,Yes,Yes,60,Yes,DSL,Yes,No internet service,Month-to-month,No,Mailed check,50.37,2903.02,0
CUST-06670,Male,1,Yes,No,40,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,66.13,2702.07,1
CUST-06671,Male,0,No,Yes,43,Yes,DSL,Yes,No internet service,Month-to-month,No,Credit card (automatic),77.67,3254.17,0
CUST-06672,Female,1,No,No,63,Yes,DSL,No,Yes,One year,Yes,Bank transfer (automatic),46.74,2920.41,0
CUST-06673,Male,0,Yes,No,30,No,DSL,No internet service,No,Two year,Yes,Mailed check,77.25,2387.0,0
CUST-06674,Male,0,Yes,Yes,46,No,DSL,Yes,Yes,Two year,No,Bank transfer (automatic),47.78,2086.2,0
CUST-06675,Female,0,Yes,Yes,1,Yes,Fiber optic,No internet service,Yes,One year,Yes,Mailed check,23.55,19.21,0
CUST-06676,Female,0,No,No,68,Yes,No,No,No,Month-to-month,Yes,Mailed check,18.25,1227.26,0
CUST-06677,Female,0,Yes,No,57,Yes,Fiber optic,No internet service,No,Month-to-month,Yes,Mailed check,28.12,1601.4,0
CUST-06678,Female,0,Yes,Yes,43,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,97.23,4198.7,0
CUST-06679,Male,0,No,Yes,55,Yes,DSL,No internet service,No,Month-to-month,Yes,Electronic check,114.14,6278.45,1
CUST-06680,Female,0,Yes,Yes,42,Yes,DSL,No,No,Two year,No,Electronic check,60.7,2482.4,0
CUST-06681,Male,0,No,No,33,Yes,Fiber optic,No internet service,No internet service,Month-to-month,No,Electronic check,69.27,2290.78,0
CUST-06682,Male,0,No,No,29,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,32.68,946.8,0
CUST-06683,Female,0,No,No,70,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,73.1,5113.99,0
CUST-06684,Male,0,No,No,69,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Credit card (automatic),32.47,2344.73,0
CUST-06685,Female,0,Yes,No,54,Yes,DSL,No,No,Month-to-month,Yes,Bank transfer (automatic),79.12,4339.35,0
CUST-06686,Female,0,No,Yes,66,Yes,DSL,No internet service,No internet service,One year,No,Credit card (automatic),111.33,7439.14,0
CUST-06687,Female,0,Yes,Yes,12,Yes,Fiber optic,No internet service,No,Month-to-month,No,Electronic check,37.57,468.04,0
CUST-06688,Female,0,No,No,2,Yes,Fiber optic,No,No internet service,One year,Yes,Mailed check,94.46,278.19,0
CUST-06689,Female,0,Yes,Yes,25,Yes,DSL,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.35,465.95,0
CUST-06690,Female,0,Yes,No,56,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),55.55,3092.84,0
CUST-06691,Male,0,No,No,23,Yes,No,No internet service,No,One year,Yes,Mailed check,29.07,639.6,0
CUST-06692,Male,0,Yes,Yes,52,Yes,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),53.25,2744.21,0
CUST-06693,Male,0,Yes,No,69,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),35.35,2441.22,0
CUST-06694,Male,0,Yes,Yes,42,Yes,DSL,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),55.33,2334.06,0
CUST-06695,Female,0,No,Yes,59,Yes,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),59.75,3546.8,0
CUST-06696,Male,0,Yes,Yes,57,Yes,Fiber optic,No internet service,Yes,Month-to-month,No,Credit card (automatic),48.06,2826.65,0
CUST-06697,Male,0,No,No,48,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.66,3939.45,0
CUST-06698,Male,0,No,No,41,Yes,DSL,Yes,No,Month-to-month,Yes,Mailed check,109.89,4445.23,1
CUST-06699,Male,0,No,Yes,65,Yes,Fiber optic,No,No internet service,One year,Yes,Electronic check,58.06,3651.8,0
CUST-06700,Female,0,No,No,10,Yes,DSL,No,No,Month-to-month,No,Electronic check,37.23,330.2,1
CUST-06701,Female,0,No,Yes,17,Yes,DSL,Yes,No,One year,No,Electronic check,45.07,743.98,0
CUST-06702,Male,1,Yes,No,51,Yes,No,No,No internet service,One year,No,Electronic check,103.4,5238.48,0
CUST-06703,Male,0,Yes,No,45,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,75.16,3325.25,1
CUST-06704,Female,1,No,No,43,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,63.5,2734.95,0
CUST-06705,Female,1,Yes,No,21,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),32.96,672.83,1
CUST-06706,Male,0,No,Yes,52,Yes,Fiber optic,Yes,No internet service,Month-to-month,No,Electronic check,62.97,3230.2,0
CUST-06707,Male,1,Yes,Yes,58,Yes,Fiber optic,No internet service,No internet service,Month-to-month,No,Mailed check,45.85,2666.85,0
CUST-06708,Male,1,No,No,29,Yes,Fiber optic,Yes,No internet service,Month-to-month,Yes,Electronic check,112.32,3228.62,1
CUST-06709,Female,0,No,No,7,Yes,Fiber optic,No,Yes,One year,Yes,Credit card (automatic),106.41,802.7,1
CUST-06710,Male,1,Yes,No,56,Yes,Fiber optic,No,Yes,One year,Yes,Bank transfer (automatic),26.39,1469.66,0
CUST-06711,Male,0,No,Yes,72,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,69.67,4998.74,0
CUST-06712,Female,0,No,No,19,Yes,Fiber optic,No internet service,Yes,One year,No,Credit card (automatic),40.51,782.77,0
CUST-06713,Male,0,No,No,24,Yes,Fiber optic,No internet service,Yes,One year,Yes,Electronic check,59.08,1317.63,0
CUST-06714,Male,0,Yes,Yes,18,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),105.68,1962.92,1
CUST-06715,Female,0,No,No,4,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,70.75,322.24,0
CUST-06716,Female,1,No,No,71,No,No,No,No,Two year,Yes,Electronic check,51.42,3611.17,0
CUST-06717,Male,1,Yes,Yes,26,Yes,Fiber optic,No internet service,No internet service,One year,Yes,Electronic check,38.79,952.01,0
CUST-06718,Male,0,Yes,Yes,39,Yes,Fiber optic,No internet service,No internet service,One year,Yes,Electronic check,98.03,3772.67,0
CUST-06719,Female,0,Yes,Yes,25,Yes,DSL,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),80.45,1940.75,1
CUST-06720,Male,1,No,Yes,26,Yes,DSL,Yes,Yes,One year,Yes,Bank transfer (automatic),64.81,1600.22,0
CUST-06721,Female,0,Yes,No,61,Yes,Fiber optic,No,No internet service,One year,No,Electronic check,39.75,2352.63,0
CUST-06722,Female,1,No,No,49,Yes,DSL,Yes,Yes,Month-to-month,Yes,Mailed check,51.42,2387.22,0
CUST-06723,Male,0,Yes,No,41,Yes,Fiber optic,Yes,Yes,Two year,Yes,Electronic check,113.98,4655.0,0
CUST-06724,Male,1,Yes,No,28,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,70.01,1953.45,1
CUST-06725,Female,0,No,No,38,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),58.07,2270.71,0
CUST-06726,Female,1,Yes,No,59,Yes,DSL,Yes,No,Month-to-month,Yes,Mailed check,70.14,4187.61,1
CUST-06727,Male,1,No,Yes,40,No,DSL,Yes,No,One year,Yes,Mailed check,95.9,3799.3,0
CUST-06728,Female,1,Yes,No,32,Yes,No,Yes,No,One year,No,Credit card (automatic),52.01,1651.94,0
CUST-06729,Female,0,Yes,No,15,Yes,Fiber optic,No,No,One year,No,Mailed check,35.87,593.2,0
CUST-06730,Male,0,No,No,22,Yes,No,Yes,No,Two year,Yes,Electronic check,76.49,1660.35,0
CUST-06731,Female,0,Yes,No,6,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,84.52,515.65,1
CUST-06732,Female,0,No,No,25,Yes,Fiber optic,No internet service,Yes,One year,Yes,Mailed check,89.27,2201.45,0
CUST-06733,Female,0,Yes,No,11,Yes,Fiber optic,No,No,One year,Yes,Mailed check,106.2,1170.16,0
CUST-06734,Female,0,No,No,71,Yes,Fiber optic,No,Yes,Two year,No,Electronic check,55.12,3917.7,0
CUST-06735,Male,1,No,Yes,4,Yes,Fiber optic,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),25.54,84.71,0
CUST-06736,Male,0,No,No,68,Yes,Fiber optic,No,No,Two year,No,Bank transfer (automatic),113.83,7793.74,0
CUST-06737,Female,1,Yes,Yes,48,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),61.5,2908.78,0
CUST-06738,Male,0,No,Yes,25,Yes,No,No,Yes,One year,Yes,Credit card (automatic),80.33,2014.02,1
CUST-06739,Female,0,Yes,No,4,Yes,DSL,Yes,Yes,One year,Yes,Electronic check,84.63,427.7,1
CUST-06740,Female,1,Yes,No,21,Yes,No,Yes,No internet service,Two year,Yes,Electronic check,72.65,1541.21,1
CUST-06741,Female,0,Yes,No,12,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),38.53,422.53,0
CUST-06742,Male,0,No,No,27,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,93.51,2542.15,0
CUST-06743,Female,0,No,No,32,No,DSL,No internet service,No internet service,Month-to-month,Yes,Electronic check,98.38,3269.76,0
CUST-06744,Female,0,No,No,22,Yes,DSL,Yes,No,One year,Yes,Electronic check,73.3,1614.56,0
CUST-06745,Female,0,No,No,17,Yes,DSL,Yes,No,One year,Yes,Bank transfer (automatic),66.86,1176.3,0
CUST-06746,Female,0,Yes,No,29,Yes,DSL,No,Yes,Two year,Yes,Electronic check,29.39,852.57,0
CUST-06747,Male,1,Yes,No,25,Yes,DSL,No internet service,Yes,Month-to-month,No,Electronic check,26.4,673.77,1
CUST-06748,Female,0,No,No,15,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,51.96,775.49,0
CUST-06749,Female,0,No,Yes,38,Yes,Fiber optic,No,No,Month-to-month,Yes,Bank transfer (automatic),49.08,1814.14,0
CUST-06750,Female,0,No,No,32,No,No,No internet service,Yes,Month-to-month,No,Mailed check,113.37,3646.54,0
CUST-06751,Female,0,No,No,25,Yes,Fiber optic,Yes,No internet service,One year,Yes,Electronic check,96.36,2347.85,0
CUST-06752,Female,0,No,No,47,Yes,DSL,Yes,No internet service,Two year,Yes,Bank transfer (automatic),83.99,3931.91,0
CUST-06753,Female,0,Yes,No,64,No,Fiber optic,No internet service,No,Two year,No,Bank transfer (automatic),69.76,4560.22,0
CUST-06754,Female,0,Yes,No,37,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,34.74,1281.78,0
CUST-06755,Female,1,No,No,1,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,115.85,69.69,1
CUST-06756,Female,0,No,No,5,Yes,DSL,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),55.5,289.54,0
CUST-06757,Male,0,No,Yes,45,No,No,No internet service,No internet service,One year,No,Credit card (automatic),28.69,1263.37,0
CUST-06758,Male,0,Yes,Yes,49,Yes,DSL,No,Yes,Two year,Yes,Electronic check,67.38,3307.05,0
CUST-06759,Female,0,Yes,No,37,Yes,Fiber optic,No internet service,No internet service,Month-to-month,No,Electronic check,105.4,3840.97,1
CUST-06760,Female,0,Yes,Yes,17,Yes,Fiber optic,Yes,No internet service,Month-to-month,No,Electronic check,106.73,1853.39,1
CUST-06761,Female,0,Yes,Yes,26,Yes,DSL,No internet service,No internet service,One year,No,Bank transfer (automatic),19.1,502.83,1
CUST-06762,Male,0,No,No,40,Yes,DSL,No internet service,No internet service,One year,No,Bank transfer (automatic),106.63,4215.11,0
CUST-06763,Male,0,No,No,71,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,45.15,3223.64,1
CUST-06764,Male,0,No,Yes,16,Yes,No,Yes,No,Two year,Yes,Electronic check,21.9,447.16,0
CUST-06765,Female,1,Yes,Yes,61,Yes,Fiber optic,No internet service,Yes,Month-to-month,No,Credit card (automatic),102.78,6229.79,0
CUST-06766,Male,1,Yes,No,28,Yes,DSL,No internet service,No,Two year,No,Bank transfer (automatic),104.39,2960.8,0
CUST-06767,Female,0,Yes,Yes,57,Yes,DSL,No internet service,No,Month-to-month,Yes,Credit card (automatic),77.62,4445.24,1
CUST-06768,Female,0,Yes,Yes,69,Yes,DSL,No internet service,No internet service,Month-to-month,No,Credit card (automatic),75.44,5225.52,0
CUST-06769,Female,0,No,Yes,21,Yes,Fiber optic,No internet service,Yes,Month-to-month,Yes,Mailed check,99.31,2130.52,0
CUST-06770,Female,0,Yes,No,5,Yes,DSL,No internet service,No,Month-to-month,No,Electronic check,96.63,469.3,0
CUST-06771,Female,0,Yes,Yes,25,Yes,DSL,No,No internet service,Month-to-month,No,Bank transfer (automatic),107.01,2682.87,0
CUST-06772,Female,0,No,No,38,Yes,Fiber optic,Yes,No internet service,One year,No,Mailed check,73.27,2789.17,0
CUST-06773,Female,0,Yes,Yes,11,Yes,Fiber optic,No internet service,No internet service,Month-to-month,No,Mailed check,114.76,1219.57,0
CUST-06774,Female,0,Yes,No,13,Yes,No,Yes,Yes,One year,No,Mailed check,117.61,1551.87,0
CUST-06775,Female,0,No,No,21,Yes,Fiber optic,No,No,Month-to-month,Yes,Credit card (automatic),29.65,604.53,1
CUST-06776,Female,0,No,No,50,No,Fiber optic,Yes,No,Month-to-month,No,Electronic check,102.95,5239.01,0
CUST-06777,Female,1,No,Yes,22,Yes,Fiber optic,Yes,Yes,Two year,No,Electronic check,67.98,1470.17,0
CUST-06778,Female,0,No,No,47,Yes,Fiber optic,Yes,Yes,Two year,No,Bank transfer (automatic),56.76,2601.7,0
CUST-06779,Male,0,No,No,70,Yes,Fiber optic,No,No internet service,Month-to-month,No,Credit card (automatic),79.31,5607.72,1
CUST-06780,Female,0,Yes,No,49,Yes,Fiber optic,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.6,1119.19,0
CUST-06781,Female,0,Yes,No,12,Yes,Fiber optic,No,No,One year,Yes,Mailed check,68.65,763.14,1
CUST-06782,Male,0,No,Yes,9,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Electronic check,105.09,965.19,1
CUST-06783,Female,0,No,No,54,Yes,No,No,No internet service,One year,No,Mailed check,39.35,2191.52,0
CUST-06784,Female,0,No,Yes,8,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Credit card (automatic),60.64,521.99,0
CUST-06785,Male,0,No,No,51,No,Fiber optic,No,No,Month-to-month,Yes,Mailed check,111.95,5680.86,0
CUST-06786,Female,0,Yes,No,1,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),60.86,67.29,0
CUST-06787,Female,0,Yes,Yes,24,Yes,DSL,Yes,No internet service,One year,No,Electronic check,53.84,1277.79,0
CUST-06788,Male,0,Yes,No,12,Yes,Fiber optic,Yes,No internet service,Month-to-month,No,Electronic check,62.05,827.64,1
CUST-06789,Male,0,Yes,No,50,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),69.95,3475.63,0
CUST-06790,Male,0,No,Yes,57,Yes,Fiber optic,No,No,One year,Yes,Credit card (automatic),81.2,4633.35,0
CUST-06791,Male,0,Yes,No,33,Yes,DSL,Yes,Yes,One year,No,Credit card (automatic),98.07,3244.77,0
CUST-06792,Male,0,Yes,Yes,34,Yes,Fiber optic,No internet service,No internet service,Month-to-month,No,Credit card (automatic),63.21,2091.13,1
CUST-06793,Male,0,No,No,2,Yes,DSL,No internet service,No,Two year,No,Mailed check,99.75,189.85,0
CUST-06794,Male,0,Yes,No,58,Yes,Fiber optic,Yes,No internet service,One year,No,Bank transfer (automatic),71.37,4130.63,0
CUST-06795,Female,1,Yes,No,69,Yes,DSL,No,No,Month-to-month,Yes,Credit card (automatic),51.85,3646.49,0
CUST-06796,Male,0,No,No,47,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,83.8,3948.36,0
